#k  alpha sigma peak_neg peak_pos  theta_neg  theta_pos  peak_separation
0.0183156 -0.4 403.429 -0.0640812 0.053812 4.26 6.34 2.08
1 -0.4 2980.96 -1.42633 1.19845 2.14 4.22 2.08
54.5982 -0.4 403.429 -6.76568 4.95329 -0.68 1.44 2.12
0.000335463 -0.4 403.429 -0.00369958 0.00306627 7.1 9.2 2.1
0.0183156 -0.4 2980.96 -0.0855845 0.0715924 4.96 7.06 2.1
54.5982 -0.4 2980.96 -13.7883 10.4675 -0.3 1.78 2.08
0.000335463 -0.4 2980.96 -0.00492798 0.00406784 7.82 9.92 2.1
1 -0.2 4.53999e-05 -0.00299104 0.00240344 -1.12 1.12 2.24
0.0183156 -0.2 4.53999e-05 -0.00239428 0.00209749 -0.96 1.34 2.3
54.5982 -0.2 4.53999e-05 -0.00300532 0.00241214 -1.12 1.12 2.24
0.000335463 -0.2 4.53999e-05 -0.000293004 0.0003522 1 3.68 2.68
1 -0.2 0.000335463 -0.00806365 0.00649472 -1.1 1.14 2.24
0.0183156 -0.2 0.000335463 -0.00492426 0.00475526 -0.74 1.66 2.4
54.5982 -0.2 0.000335463 -0.00816806 0.00655688 -1.12 1.12 2.24
0.000335463 -0.2 0.000335463 -0.000362882 0.000443354 1.78 4.5 2.72
1 -0.2 0.00247875 -0.0214422 0.0173904 -1.1 1.16 2.26
0.0183156 -0.2 0.00247875 -0.00841646 0.00903369 -0.32 2.2 2.52
54.5982 -0.2 0.00247875 -0.0221939 0.0178156 -1.12 1.12 2.24
0.000335463 -0.2 0.00247875 -0.000437836 0.000537638 2.58 5.32 2.74
1 -0.2 0.0183156 -0.0550711 0.0456458 -1.06 1.2 2.26
0.0183156 -0.2 0.0183156 -0.0122255 0.0141333 0.28 2.9 2.62
54.5982 -0.2 0.0183156 -0.060261 0.0483918 -1.12 1.12 2.24
0.000335463 -0.2 0.0183156 -0.000522064 0.000640791 3.4 6.16 2.76
1 -0.2 0.135335 -0.130724 0.11452 -0.96 1.34 2.3
0.0183156 -0.2 0.135335 -0.0159976 0.0192275 1 3.68 2.68
54.5982 -0.2 0.135335 -0.163305 0.131238 -1.12 1.12 2.24
0.000335463 -0.2 0.135335 -0.000619254 0.000758147 4.24 6.98 2.74
1 -0.2 1 -0.268858 0.259627 -0.74 1.66 2.4
0.0183156 -0.2 1 -0.0198131 0.0242063 1.78 4.5 2.72
54.5982 -0.2 1 -0.440261 0.3546 -1.1 1.14 2.24
0.000335463 -0.2 1 -0.000732869 0.000894103 5.06 7.82 2.76
1 -0.2 7.38906 -0.459542 0.493217 -0.32 2.2 2.52
0.0183156 -0.2 7.38906 -0.0239066 0.029354 2.58 5.32 2.74
54.5982 -0.2 7.38906 -1.17071 0.94948 -1.1 1.16 2.26
0.000335463 -0.2 7.38906 -0.000866486 0.00105311 5.9 8.66 2.76
1 -0.2 54.5982 -0.667589 0.771632 0.28 2.9 2.62
0.0183156 -0.2 54.5982 -0.0285089 0.0349859 3.4 6.16 2.76
54.5982 -0.2 54.5982 -3.00683 2.49215 -1.06 1.2 2.26
1 -0.2 403.429 -0.873832 1.04975 1 3.68 2.68
0.000335463 -0.2 54.5982 -0.00102409 0.00123953 6.72 9.48 2.76
1 -0.2 2980.96 -1.08317 1.32155 1.78 4.5 2.72
0.0183156 -0.2 403.429 -0.033827 0.0413936 4.24 6.98 2.74
54.5982 -0.2 403.429 -7.13794 6.25217 -0.96 1.34 2.3
0.000335463 -0.2 403.429 -0.00121039 0.00145888 7.56 10.32 2.76
0.0183156 -0.2 2980.96 -0.0400674 0.0488166 5.06 7.82 2.76
54.5982 -0.2 2980.96 -14.6867 14.1714 -0.74 1.66 2.4
0.000335463 -0.2 2980.96 -0.00143125 0.00171702 8.4 11.16 2.76
1 0 4.53999e-05 -0.00299572 0.00241201 -1.12 1.12 2.24
0.0183156 0 4.53999e-05 -0.00254742 0.0023837 -1.24 1.34 2.58
54.5982 0 4.53999e-05 -0.00300541 0.0024123 -1.12 1.12 2.24
0.000335463 0 4.53999e-05 -0.000294054 0.000737571 -2.14 3.88 6.02
1 0 0.000335463 -0.00809747 0.00655604 -1.12 1.14 2.26
54.5982 0 0.000335463 -0.0081687 0.00655806 -1.12 1.12 2.24
0.0183156 0 0.000335463 -0.00549771 0.00623683 -1.4 1.62 3.02
0.000335463 0 0.000335463 -0.000317608 0.000886265 -2.38 4.86 7.24
1 0 0.00247875 -0.0216801 0.0178079 -1.14 1.16 2.3
54.5982 0 0.00247875 -0.0221986 0.0178243 -1.12 1.12 2.24
0.0183156 0 0.00247875 -0.00964926 0.0147206 -1.62 2.18 3.8
0.000335463 0 0.00247875 -0.000328085 0.000969082 -2.58 5.84 8.42
1 0 0.0183156 -0.0566182 0.0483087 -1.16 1.2 2.36
54.5982 0 0.0183156 -0.0602958 0.0484561 -1.12 1.12 2.24
0.0183156 0 0.0183156 -0.0135309 0.0278274 -1.88 2.98 4.86
0.000335463 0 0.0183156 -0.000332434 0.00101916 -2.74 6.84 9.58
1 0 0.135335 -0.139084 0.130163 -1.24 1.34 2.58
54.5982 0 0.135335 -0.163561 0.131707 -1.12 1.12 2.24
0.0183156 0 0.135335 -0.0160549 0.0402885 -2.14 3.88 6.02
0.000335463 0 0.135335 -0.000334178 0.00105395 -2.88 7.84 10.72
1 0 1 -0.300167 0.340517 -1.4 1.62 3.02
54.5982 0 1 -0.442107 0.357948 -1.12 1.14 2.26
0.0183156 0 1 -0.0173411 0.0483883 -2.38 4.86 7.24
0.000335463 0 1 -0.000334866 0.00108255 -2.98 8.82 11.8
1 0 7.38906 -0.526849 0.803701 -1.62 2.18 3.8
54.5982 0 7.38906 -1.18369 0.972276 -1.14 1.16 2.3
0.0183156 0 7.38906 -0.0179137 0.0529097 -2.56 5.84 8.4
0.000335463 0 7.38906 -0.00033514 0.00110799 -3.02 9.82 12.84
1 0 54.5982 -0.738849 1.51925 -1.88 2.96 4.84
54.5982 0 54.5982 -3.09128 2.63754 -1.16 1.2 2.36
1 0 403.429 -0.876879 2.19949 -2.14 3.88 6.02
0.0183156 0 54.5982 -0.0181524 0.0556431 -2.72 6.84 9.56
0.000335463 0 54.5982 -0.000335263 0.00113311 -2.72 10.82 13.54
1 0 2980.96 -0.947694 2.64148 -2.34 4.86 7.2
54.5982 0 403.429 -7.59422 7.10626 -1.24 1.34 2.58
0.0183156 0 403.429 -0.0182508 0.0575414 -2.76 7.82 10.58
0.000335463 0 403.429 -0.000335356 0.00115699 -1.5 11.82 13.32
54.5982 0 2980.96 -16.3947 18.586 -1.4 1.62 3.02
0.0183156 0 2980.96 -0.018297 0.0590993 -2.4 8.82 11.22
0.000335463 0 2980.96 -0.000335525 0.00118031 0.5 12.82 12.32
1 0.2 4.53999e-05 -0.00299929 0.00241181 -1.12 1.14 2.26
54.5982 0.2 4.53999e-05 -0.00300547 0.00241229 -1.12 1.12 2.24
0.0183156 0.2 4.53999e-05 -0.00270203 0.00238403 -1.42 1.38 2.8
0.000335463 0.2 4.53999e-05 -0.00151437 0.00162013 -14.84 4.5 19.34
1 0.2 0.000335463 -0.00812354 0.00655464 -1.12 1.14 2.26
54.5982 0.2 0.000335463 -0.00816919 0.00655804 -1.12 1.12 2.24
0.0183156 0.2 0.000335463 -0.00633295 0.00633652 -1.98 1.72 3.7
0.000335463 0.2 0.000335463 -0.00407361 0.00323764 -19.88 5.72 25.6
1 0.2 0.00247875 -0.0218692 0.0177986 -1.16 1.16 2.32
54.5982 0.2 0.00247875 -0.0222022 0.0178241 -1.12 1.12 2.24
0.0183156 0.2 0.00247875 -0.0134791 0.016254 -4.1 2.4 6.5
0.000335463 0.2 0.00247875 -0.00908176 0.00530394 -19.98 6.96 26.94
1 0.2 0.0183156 -0.0579371 0.0482607 -1.22 1.22 2.44
54.5982 0.2 0.0183156 -0.0603223 0.0484546 -1.12 1.12 2.24
0.0183156 0.2 0.0183156 -0.031623 0.0393991 -9.64 3.36 13
0.000335463 0.2 0.0183156 -0.0137742 0.00694504 -20 8.2 28.2
1 0.2 0.135335 -0.147526 0.13018 -1.42 1.38 2.8
54.5982 0.2 0.135335 -0.163756 0.131696 -1.12 1.14 2.26
0.0183156 0.2 0.135335 -0.0826816 0.0885072 -14.84 4.5 19.34
0.000335463 0.2 0.135335 -0.0164193 0.00774122 -20 9.46 29.46
1 0.2 1 -0.345768 0.345961 -1.98 1.72 3.7
54.5982 0.2 1 -0.44353 0.357871 -1.12 1.14 2.26
0.0183156 0.2 1 -0.222411 0.176767 -19.88 5.72 25.6
0.000335463 0.2 1 -0.0175783 0.00798611 -20 10.72 30.72
1 0.2 7.38906 -0.73594 0.887421 -4.1 2.4 6.5
54.5982 0.2 7.38906 -1.19402 0.971772 -1.16 1.16 2.32
0.0183156 0.2 7.38906 -0.495859 0.289577 -19.98 6.96 26.94
0.000335463 0.2 7.38906 -0.0179642 0.00795466 -19.98 11.96 31.94
1 0.2 54.5982 -1.72652 2.15098 -9.64 3.36 13
1 0.2 403.429 -4.51394 4.83131 -14.84 4.5 19.34
54.5982 0.2 54.5982 -3.16327 2.63493 -1.22 1.22 2.44
0.0183156 0.2 54.5982 -0.75217 0.379166 -20 8.2 28.2
0.000335463 0.2 54.5982 -0.0182101 0.00788878 -20 13.22 33.22
1 0.2 2980.96 -12.1407 9.64502 -19.86 5.72 25.58
54.5982 0.2 403.429 -8.05487 7.1073 -1.42 1.38 2.8
0.0183156 0.2 403.429 -0.897001 0.422611 -20 9.46 29.46
0.000335463 0.2 403.429 -0.0182823 0.00776384 -20 14.48 34.48
54.5982 0.2 2980.96 -18.8812 18.8844 -1.98 1.72 3.7
0.0183156 0.2 2980.96 -0.961478 0.435917 -20 10.72 30.72
0.000335463 0.2 2980.96 -0.0183284 0.00763171 -20 15.72 35.72
1 0.4 4.53999e-05 -0.00300201 0.00241073 -1.12 1.14 2.26
0.000335463 0.4 4.53999e-05 -0.00212436 0.00161944 -8.3 5.64 13.94
54.5982 0.4 4.53999e-05 -0.00300552 0.00241227 -1.12 1.12 2.24
0.0183156 0.4 4.53999e-05 -0.0028322 0.00233365 -1.46 1.42 2.88
1 0.4 0.000335463 -0.00814359 0.00654665 -1.14 1.14 2.28
0.000335463 0.4 0.000335463 -0.00574486 0.00388151 -10.8 7.32 18.12
54.5982 0.4 0.000335463 -0.00816956 0.00655789 -1.12 1.12 2.24
0.0183156 0.4 0.000335463 -0.00712377 0.0060504 -2.06 1.84 3.9
1 0.4 0.00247875 -0.0220154 0.0177404 -1.16 1.16 2.32
0.0183156 0.4 0.00247875 -0.0173164 0.0150807 -3.48 2.72 6.2
0.000335463 0.4 0.00247875 -0.0156007 0.00912399 -13.3 9 22.3
54.5982 0.4 0.00247875 -0.0222049 0.017823 -1.12 1.12 2.24
1 0.4 0.0183156 -0.0589829 0.0478472 -1.24 1.24 2.48
0.0183156 0.4 0.0183156 -0.043682 0.0366394 -5.78 4.04 9.82
0.000335463 0.4 0.0183156 -0.0423993 0.0207346 -15.8 10.68 26.48
54.5982 0.4 0.0183156 -0.0603425 0.0484465 -1.12 1.12 2.24
1 0.4 0.135335 -0.154633 0.127429 -1.46 1.42 2.88
0.000335463 0.4 0.135335 -0.115249 0.0440001 -18.3 12.36 30.66
0.0183156 0.4 0.135335 -0.115986 0.0884481 -8.3 5.64 13.94
54.5982 0.4 0.135335 -0.163904 0.131637 -1.12 1.14 2.26
1 0.4 1 -0.388944 0.33034 -2.06 1.84 3.9
0.0183156 0.4 1 -0.313657 0.211921 -10.8 7.32 18.12
0.000335463 0.4 1 -0.307107 0.0816977 -20 14.02 34.02
54.5982 0.4 1 -0.444625 0.357435 -1.14 1.14 2.28
1 0.4 7.38906 -0.94544 0.823368 -3.48 2.72 6.2
1 0.4 54.5982 -2.38489 2.00034 -5.78 4.04 9.82
0.000335463 0.4 7.38906 -0.592505 0.121896 -19.98 15.7 35.68
0.0183156 0.4 7.38906 -0.851754 0.498136 -13.3 9 22.3
54.5982 0.4 7.38906 -1.202 0.968591 -1.16 1.16 2.32
1 0.4 403.429 -6.33196 4.82822 -8.3 5.64 13.94
0.0183156 0.4 54.5982 -2.31483 1.13195 -15.8 10.68 26.48
0.000335463 0.4 54.5982 -0.814326 0.149279 -20 17.38 37.38
54.5982 0.4 54.5982 -3.22036 2.61236 -1.24 1.24 2.48
1 0.4 2980.96 -17.12 11.5635 -10.8 7.32 18.12
0.0183156 0.4 403.429 -6.29172 2.40157 -18.3 12.36 30.66
0.000335463 0.4 403.429 -0.925713 0.160481 -20 19.04 39.04
54.5982 0.4 403.429 -8.44267 6.95721 -1.46 1.42 2.88
0.0183156 0.4 2980.96 -16.7667 4.4568 -20 14.02 34.02
0.000335463 0.4 2980.96 -0.973651 0.157032 -20 20 40
54.5982 0.4 2980.96 -21.2354 18.0336 -2.06 1.84 3.9
1 0.6 4.53999e-05 -0.0030041 0.00240915 -1.12 1.14 2.26
0.0183156 0.6 4.53999e-05 -0.00293264 0.00225791 -1.44 1.44 2.88
54.5982 0.6 4.53999e-05 -0.00300556 0.00241224 -1.12 1.12 2.24
0.000335463 0.6 4.53999e-05 -0.00259634 0.00132004 -5.9 7.8 13.7
1 0.6 0.000335463 -0.00815893 0.006535 -1.14 1.14 2.28
0.0183156 0.6 0.000335463 -0.00772745 0.00559776 -1.92 1.92 3.84
0.000335463 0.6 0.000335463 -0.00703287 0.00325013 -7.54 10.36 17.9
54.5982 0.6 0.000335463 -0.00816984 0.00655767 -1.12 1.12 2.24
1 0.6 0.00247875 -0.0221276 0.0176552 -1.16 1.16 2.32
0.0183156 0.6 0.00247875 -0.0200989 0.0129897 -2.88 3.1 5.98
0.000335463 0.6 0.00247875 -0.0191028 0.00801624 -9.22 12.9 22.12
54.5982 0.6 0.00247875 -0.022207 0.0178215 -1.12 1.12 2.24
1 0.6 0.0183156 -0.0597874 0.0472381 -1.24 1.24 2.48
0.0183156 0.6 0.0183156 -0.0528453 0.0299322 -4.28 5.24 9.52
0.000335463 0.6 0.0183156 -0.0519191 0.0196963 -10.88 15.42 26.3
54.5982 0.6 0.0183156 -0.0603579 0.0484348 -1.12 1.12 2.24
1 0.6 0.135335 -0.160117 0.123293 -1.44 1.44 2.88
0.0183156 0.6 0.135335 -0.141755 0.0720935 -5.9 7.8 13.7
54.5982 0.6 0.135335 -0.164018 0.131551 -1.12 1.14 2.26
0.000335463 0.6 0.135335 -0.141126 0.0479133 -12.54 17.96 30.5
1 0.6 1 -0.421904 0.305627 -1.92 1.92 3.84
0.0183156 0.6 1 -0.383979 0.17745 -7.54 10.36 17.9
1 0.6 7.38906 -1.09735 0.709213 -2.88 3.1 5.98
54.5982 0.6 1 -0.445463 0.356799 -1.14 1.14 2.28
0.000335463 0.6 1 -0.383616 0.113955 -14.22 20 34.22
1 0.6 54.5982 -2.88514 1.63419 -4.28 5.24 9.52
0.0183156 0.6 7.38906 -1.04296 0.437659 -9.22 12.9 22.12
54.5982 0.6 7.38906 -1.20813 0.963942 -1.16 1.16 2.32
0.000335463 0.6 7.38906 -1.04277 0.198381 -15.88 20.02 35.9
1 0.6 403.429 -7.73855 3.93557 -5.9 7.8 13.7
0.0183156 0.6 54.5982 -2.83455 1.07529 -10.88 15.42 26.3
1 0.6 2980.96 -20.957 9.68347 -7.54 10.36 17.9
54.5982 0.6 54.5982 -3.26427 2.57912 -1.24 1.24 2.48
0.000335463 0.6 54.5982 -2.83444 0.23059 -17.54 20 37.54
0.0183156 0.6 403.429 -7.7042 2.61529 -12.54 17.96 30.5
54.5982 0.6 403.429 -8.74192 6.73158 -1.44 1.44 2.88
0.000335463 0.6 403.429 -7.70412 0.205416 -19.22 20 39.22
0.0183156 0.6 2980.96 -20.937 6.21792 -14.2 20 34.2
54.5982 0.6 2980.96 -23.0325 16.6869 -1.92 1.92 3.84
0.000335463 0.6 2980.96 -19.8407 0.145517 -20 20 40
1 0.8 4.53999e-05 -0.00300572 0.002407 -1.12 1.14 2.26
0.0183156 0.8 4.53999e-05 -0.00300945 0.00215689 -1.38 1.4 2.78
0.000335463 0.8 4.53999e-05 -0.00298734 0.000855051 -4.62 13.32 17.94
54.5982 0.8 4.53999e-05 -0.00300559 0.0024122 -1.12 1.12 2.24
1 0.8 0.000335463 -0.00817087 0.00651922 -1.12 1.14 2.26
0.0183156 0.8 0.000335463 -0.00818093 0.00499845 -1.76 1.84 3.6
0.000335463 0.8 0.000335463 -0.00811438 0.00208293 -5.86 18.56 24.42
54.5982 0.8 0.000335463 -0.00817006 0.00655738 -1.12 1.12 2.24
1 0.8 0.00247875 -0.0222145 0.0175404 -1.16 1.16 2.32
0.0183156 0.8 0.00247875 -0.0221893 0.010118 -2.46 3.14 5.6
0.000335463 0.8 0.00247875 -0.0220521 0.00457088 -7.1 20.02 27.12
54.5982 0.8 0.00247875 -0.0222086 0.0178193 -1.12 1.12 2.24
1 0.8 0.0183156 -0.0604088 0.0464182 -1.22 1.22 2.44
0.0183156 0.8 0.0183156 -0.0601203 0.0202214 -3.46 7.78 11.24
0.000335463 0.8 0.0183156 -0.0599399 0.00673074 -8.34 20 28.34
54.5982 0.8 0.0183156 -0.0603699 0.0484189 -1.12 1.12 2.24
1 0.8 0.135335 -0.16431 0.117777 -1.38 1.4 2.78
0.0183156 0.8 0.135335 -0.163103 0.0466995 -4.62 13.32 17.94
0.000335463 0.8 0.135335 -0.162928 0.00769364 -9.6 20 29.6
54.5982 0.8 0.135335 -0.164107 0.131433 -1.12 1.14 2.26
1 0.8 1 -0.446662 0.272908 -1.76 1.84 3.6
0.0183156 0.8 1 -0.443027 0.113723 -5.86 18.56 24.42
1 0.8 7.38906 -1.21148 0.552433 -2.46 3.14 5.6
0.000335463 0.8 1 -0.442885 0.00782273 -10.84 20 30.84
54.5982 0.8 1 -0.446114 0.355937 -1.12 1.14 2.26
1 0.8 54.5982 -3.28229 1.10404 -3.46 7.78 11.24
0.0183156 0.8 7.38906 -1.20398 0.249563 -7.1 20.02 27.12
0.000335463 0.8 7.38906 -1.20385 0.00758136 -12.1 20.02 32.12
54.5982 0.8 7.38906 -1.21287 0.957672 -1.16 1.16 2.32
1 0.8 403.429 -8.90379 2.54942 -4.62 13.3 17.92
0.0183156 0.8 54.5982 -3.27242 0.367541 -8.34 20 28.34
1 0.8 2980.96 -24.1784 6.20652 -5.84 18.54 24.38
0.000335463 0.8 54.5982 -3.27233 0.00713391 -13.34 20 33.34
54.5982 0.8 54.5982 -3.29819 2.53436 -1.22 1.22 2.44
0.0183156 0.8 403.429 -8.89421 0.420391 -9.58 20 29.58
0.000335463 0.8 403.429 -8.89414 0.00671275 -14.58 20 34.58
54.5982 0.8 403.429 -8.97074 6.43062 -1.38 1.4 2.78
0.0183156 0.8 2980.96 -24.1705 0.428843 -10.84 20 30.84
0.000335463 0.8 2980.96 -24.1704 0.00689337 -15.84 20 35.84
54.5982 0.8 2980.96 -24.3822 14.9036 -1.76 1.84 3.6
1 1 4.53999e-05 -0.00300702 0.00240415 -1.12 1.12 2.24
0.0183156 1 4.53999e-05 -0.00307033 0.00203494 -1.32 1.26 2.58
0.000335463 1 4.53999e-05 -0.00331464 0.000217894 -3.84 2.24 6.08
54.5982 1 4.53999e-05 -0.00300562 0.00241215 -1.12 1.12 2.24
1 1 0.000335463 -0.0081805 0.00649825 -1.12 1.14 2.26
0.0183156 1 0.000335463 -0.0085345 0.00436075 -1.62 1.42 3.04
0.000335463 1 0.000335463 -0.0090456 0.000227448 -4.8 2.5 7.3
54.5982 1 0.000335463 -0.00817024 0.00655699 -1.12 1.12 2.24
1 1 0.00247875 -0.0222844 0.0173892 -1.14 1.14 2.28
0.0183156 1 0.00247875 -0.0238126 0.00754178 -2.16 1.66 3.82
0.000335463 1 0.00247875 -0.0246258 0.000226405 -5.8 2.74 8.54
54.5982 1 0.00247875 -0.0222099 0.0178165 -1.12 1.12 2.24
1 1 0.0183156 -0.0609053 0.0453674 -1.2 1.18 2.38
0.0183156 1 0.0183156 -0.0659524 0.0103344 -2.94 1.94 4.88
0.000335463 1 0.0183156 -0.066978 0.000220807 -6.78 2.94 9.72
54.5982 1 0.0183156 -0.0603795 0.0483978 -1.12 1.12 2.24
1 1 0.135335 -0.167634 0.111118 -1.32 1.26 2.58
0.0183156 1 0.135335 -0.180973 0.0118991 -3.84 2.24 6.08
0.000335463 1 0.135335 -0.182104 0.000213352 -7.78 3.12 10.9
54.5982 1 0.135335 -0.164178 0.131278 -1.12 1.12 2.24
1 1 1 -0.465966 0.238091 -1.62 1.42 3.04
0.0183156 1 1 -0.493869 0.0124199 -4.8 2.5 7.3
1 1 7.38906 -1.3001 0.411788 -2.16 1.66 3.82
0.000335463 1 1 -0.495046 0.000205897 -8.78 3.26 12.04
54.5982 1 1 -0.44664 0.354793 -1.12 1.14 2.26
1 1 54.5982 -3.60067 0.564383 -2.94 1.94 4.88
0.0183156 1 7.38906 -1.34449 0.0123717 -5.8 2.74 8.54
0.000335463 1 7.38906 -1.34569 0.000203473 -9.78 3.28 13.06
54.5982 1 7.38906 -1.21669 0.949417 -1.14 1.14 2.28
1 1 403.429 -9.87911 0.650488 -3.84 2.24 6.08
0.0183156 1 54.5982 -3.65665 0.012125 -6.78 2.92 9.7
0.000335463 1 54.5982 -3.65787 0.00024032 -10.78 2.82 13.6
1 1 2980.96 -26.9519 0.683012 -4.8 2.48 7.28
54.5982 1 54.5982 -3.32529 2.477 -1.2 1.18 2.38
0.0183156 1 403.429 -9.94084 0.0121202 -7.78 2.96 10.74
0.000335463 1 403.429 -9.94205 0.000577197 -11.78 1.32 13.1
54.5982 1 403.429 -9.15209 6.06729 -1.32 1.26 2.58
0.0183156 1 2980.96 -27.016 0.0145656 -8.78 2.44 11.22
0.000335463 1 2980.96 -27.0172 0.00334948 -12.78 -0.78 12
54.5982 1 2980.96 -25.4343 13.006 -1.62 1.4 3.02
1 1.2 4.53999e-05 -0.00300814 0.0024004 -1.12 1.12 2.24
0.0183156 1.2 4.53999e-05 -0.00312143 0.00190888 -1.24 1.02 2.26
0.000335463 1.2 4.53999e-05 -0.00358883 0.000182565 -3.3 0.28 3.58
54.5982 1.2 4.53999e-05 -0.00300564 0.00241208 -1.12 1.12 2.24
1 1.2 0.000335463 -0.00818878 0.00647095 -1.12 1.12 2.24
0.0183156 1.2 0.000335463 -0.00882256 0.00387469 -1.48 0.88 2.36
0.000335463 1.2 0.000335463 -0.00985149 0.000189836 -4.1 0.28 4.38
54.5982 1.2 0.000335463 -0.00817039 0.00655648 -1.12 1.12 2.24
1 1.2 0.00247875 -0.0223443 0.0171964 -1.14 1.12 2.26
0.0183156 1.2 0.00247875 -0.0251039 0.00639745 -1.92 0.66 2.58
0.000335463 1.2 0.00247875 -0.0268995 0.00018629 -4.92 0.38 5.3
54.5982 1.2 0.00247875 -0.022211 0.0178127 -1.12 1.12 2.24
1 1.2 0.0183156 -0.0613299 0.0441074 -1.16 1.08 2.24
0.0183156 1.2 0.0183156 -0.0706613 0.00863916 -2.56 0.4 2.96
0.000335463 1.2 0.0183156 -0.0732683 0.00017833 -5.74 0.52 6.26
54.5982 1.2 0.0183156 -0.0603878 0.0483699 -1.12 1.12 2.24
1 1.2 0.135335 -0.170424 0.104235 -1.24 1.02 2.26
0.0183156 1.2 0.135335 -0.195943 0.00997051 -3.3 0.28 3.58
0.000335463 1.2 0.135335 -0.199337 0.000169152 -6.56 0.66 7.22
54.5982 1.2 0.135335 -0.164239 0.131073 -1.12 1.12 2.24
1 1.2 1 -0.481693 0.211554 -1.48 0.88 2.36
0.0183156 1.2 1 -0.537868 0.0103669 -4.1 0.28 4.38
0.000335463 1.2 1 -0.542065 0.000161 -7.4 0.78 8.18
1 1.2 7.38906 -1.3706 0.349314 -1.92 0.66 2.58
54.5982 1.2 1 -0.447092 0.353302 -1.12 1.12 2.24
0.0183156 1.2 7.38906 -1.46862 0.0101854 -4.92 0.38 5.3
1 1.2 54.5982 -3.85772 0.471851 -2.56 0.4 2.96
0.000335463 1.2 7.38906 -1.47368 0.000160441 -8.24 0.9 9.14
54.5982 1.2 7.38906 -1.21996 0.938894 -1.14 1.12 2.26
1 1.2 403.429 -10.6961 0.54542 -3.3 0.26 3.56
0.0183156 1.2 54.5982 -4.00004 0.00983117 -5.74 0.5 6.24
0.000335463 1.2 54.5982 -4.00606 0.000211461 -9.06 0.88 9.94
1 1.2 2980.96 -29.3513 0.572634 -4.1 0.26 4.36
54.5982 1.2 54.5982 -3.34847 2.40823 -1.16 1.08 2.24
0.0183156 1.2 403.429 -10.8814 0.00987134 -6.56 0.62 7.18
0.000335463 1.2 403.429 -10.8886 0.000629947 -9.9 0.38 10.28
54.5982 1.2 403.429 -9.30429 5.69174 -1.24 1.02 2.26
0.0183156 1.2 2980.96 -29.5805 0.013139 -7.4 0.6 8
0.000335463 1.2 2980.96 -29.5885 0.00388659 -10.72 -0.94 9.78
54.5982 1.2 2980.96 -26.2913 11.5591 -1.48 0.88 2.36
1 1.4 4.53999e-05 -0.00300924 0.00239548 -1.12 1.12 2.24
0.0183156 1.4 4.53999e-05 -0.00316677 0.00179869 -1.18 0.78 1.96
0.000335463 1.4 4.53999e-05 -0.00381911 0.000184847 -2.9 -0.32 2.58
54.5982 1.4 4.53999e-05 -0.00300566 0.00241199 -1.12 1.12 2.24
1 1.4 0.000335463 -0.00819677 0.00643593 -1.12 1.1 2.22
0.0183156 1.4 0.000335463 -0.00906456 0.00357518 -1.36 0.5 1.86
0.000335463 1.4 0.000335463 -0.010549 0.000196761 -3.58 -0.36 3.22
54.5982 1.4 0.000335463 -0.00817054 0.00655581 -1.12 1.12 2.24
1 1.4 0.00247875 -0.0224019 0.0169612 -1.12 1.06 2.18
0.0183156 1.4 0.00247875 -0.0261524 0.00596398 -1.72 0.16 1.88
0.000335463 1.4 0.00247875 -0.0289136 0.000193241 -4.28 -0.28 4
54.5982 1.4 0.00247875 -0.0222121 0.0178077 -1.12 1.12 2.24
1 1.4 0.0183156 -0.0617228 0.042733 -1.14 0.96 2.1
0.0183156 1.4 0.0183156 -0.0745037 0.0083809 -2.26 -0.14 2.12
0.000335463 1.4 0.0183156 -0.0789258 0.000182783 -4.98 -0.14 4.84
54.5982 1.4 0.0183156 -0.0603959 0.0483332 -1.12 1.12 2.24
1 1.4 0.135335 -0.172899 0.0982183 -1.18 0.78 1.96
0.0183156 1.4 0.135335 -0.208515 0.0100959 -2.9 -0.32 2.58
0.000335463 1.4 0.135335 -0.214985 0.000170545 -5.68 -0.02 5.66
54.5982 1.4 0.135335 -0.164299 0.130805 -1.12 1.12 2.24
1 1.4 1 -0.494905 0.195202 -1.36 0.5 1.86
0.0183156 1.4 1 -0.575951 0.0107453 -3.58 -0.36 3.22
0.000335463 1.4 1 -0.584991 0.000159819 -6.4 0.12 6.52
54.5982 1.4 1 -0.447529 0.35139 -1.12 1.1 2.22
1 1.4 7.38906 -1.42784 0.325648 -1.72 0.16 1.88
0.0183156 1.4 7.38906 -1.57858 0.0105672 -4.28 -0.28 4
1 1.4 54.5982 -4.06747 0.457756 -2.26 -0.14 2.12
0.000335463 1.4 7.38906 -1.5909 0.000158341 -7.12 0.22 7.34
54.5982 1.4 7.38906 -1.2231 0.926055 -1.12 1.06 2.18
0.0183156 1.4 54.5982 -4.30887 0.0100896 -4.98 -0.16 4.82
1 1.4 403.429 -11.3822 0.55236 -2.9 -0.34 2.56
54.5982 1.4 54.5982 -3.36992 2.33321 -1.14 0.96 2.1
0.000335463 1.4 54.5982 -4.32544 0.000216607 -7.82 0.26 8.08
1 1.4 2980.96 -31.4281 0.594165 -3.58 -0.36 3.22
0.0183156 1.4 403.429 -11.7354 0.0100474 -5.68 -0.04 5.64
54.5982 1.4 403.429 -9.43932 5.3634 -1.18 0.78 1.96
