#k  alpha sigma peak_neg peak_pos  theta_neg  theta_pos  peak_separation
20.0855 -2 0.00247875 -0.025872 0.0106795 -2.56 1.42 3.98
0.00673795 -2 0.000335463 -0.00418199 0.00143159 0.26 2.4 2.14
20.0855 -2 0.0183156 -0.06795 0.0267829 -2.12 1.5 3.62
1096.63 -2 0.00247875 -0.0261144 0.0131429 -4.46 1.26 5.72
0.367879 -2 0.00247875 -0.0193875 0.00690676 -0.86 1.82 2.68
0.00673795 -2 0.00247875 -0.00898174 0.00306087 0.62 2.64 2.02
20.0855 -2 0.135335 -0.174562 0.0660469 -1.68 1.58 3.26
1096.63 -2 0.0183156 -0.0716737 0.0343484 -3.96 1.3 5.26
0.367879 -2 0.0183156 -0.0455296 0.0159095 -0.48 1.98 2.46
0.00673795 -2 0.0183156 -0.0188652 0.00640941 0.96 2.9 1.94
20.0855 -2 1 -0.436484 0.159629 -1.26 1.68 2.94
1096.63 -2 0.135335 -0.195532 0.0891345 -3.48 1.32 4.8
0.367879 -2 0.135335 -0.103495 0.0357132 -0.1 2.18 2.28
0.00673795 -2 0.135335 -0.0389036 0.0131924 1.32 3.2 1.88
20.0855 -2 7.38906 -1.05853 0.377097 -0.86 1.82 2.68
1096.63 -2 1 -0.528846 0.229245 -3.02 1.38 4.4
20.0855 -2 54.5982 -2.48591 0.868634 -0.48 1.98 2.46
0.367879 -2 1 -0.228331 0.0781623 0.26 2.4 2.14
0.00673795 -2 1 -0.0790963 0.0267768 1.66 3.48 1.82
20.0855 -2 403.429 -5.65129 1.94995 -0.1 2.18 2.28
1096.63 -2 7.38906 -1.41255 0.583081 -2.56 1.42 3.98
20.0855 -2 2980.96 -12.472 4.26811 0.26 2.4 2.14
0.367879 -2 7.38906 -0.490399 0.167119 0.62 2.64 2.02
0.00673795 -2 7.38906 -0.159033 0.053763 2 3.8 1.8
1096.63 -2 54.5982 -3.70991 1.46229 -2.12 1.5 3.62
0.367879 -2 54.5982 -1.0301 0.349952 0.96 2.9 1.94
0.00673795 -2 54.5982 -0.317146 0.10702 2.34 4.1 1.76
1096.63 -2 403.429 -9.53056 3.60598 -1.68 1.58 3.26
0.367879 -2 403.429 -2.12456 0.720344 1.32 3.2 1.88
0.00673795 -2 403.429 -0.628556 0.211729 2.68 4.42 1.74
1096.63 -2 2980.96 -23.8323 8.71534 -1.28 1.68 2.96
0.367879 -2 2980.96 -4.32156 1.46235 1.66 3.48 1.82
0.00673795 -2 2980.96 -1.24076 0.416993 3 4.76 1.76
20.0855 -1.8 4.53999e-05 -0.00338178 0.00170418 -3.88 1.3 5.18
1096.63 -1.8 4.53999e-05 -0.003181 0.00195815 -6.06 1.22 7.28
0.367879 -1.8 4.53999e-05 -0.0031051 0.00127306 -1.88 1.54 3.42
20.0855 -1.8 0.000335463 -0.00921138 0.00439435 -3.36 1.34 4.7
0.00673795 -1.8 4.53999e-05 -0.00181759 0.00067304 -0.16 2.16 2.32
1096.63 -1.8 0.000335463 -0.00881943 0.00518092 -5.52 1.22 6.74
20.0855 -1.8 0.00247875 -0.0247878 0.0112049 -2.84 1.38 4.22
0.367879 -1.8 0.000335463 -0.00779338 0.00307388 -1.42 1.64 3.06
0.00673795 -1.8 0.000335463 -0.00394879 0.00145097 0.24 2.38 2.14
20.0855 -1.8 0.0183156 -0.065592 0.0281572 -2.36 1.44 3.8
1096.63 -1.8 0.00247875 -0.024394 0.0136496 -4.96 1.24 6.2
0.367879 -1.8 0.00247875 -0.0188908 0.00723549 -0.98 1.78 2.76
0.00673795 -1.8 0.00247875 -0.00832118 0.00304543 0.62 2.66 2.04
20.0855 -1.8 0.135335 -0.169551 0.0695005 -1.88 1.54 3.42
1096.63 -1.8 0.0183156 -0.0672904 0.0357589 -4.42 1.26 5.68
0.367879 -1.8 0.0183156 -0.0441181 0.0165493 -0.56 1.94 2.5
0.00673795 -1.8 0.0183156 -0.0170989 0.00624281 1 2.94 1.94
20.0855 -1.8 1 -0.425505 0.167828 -1.42 1.64 3.06
1096.63 -1.8 0.135335 -0.184669 0.093038 -3.88 1.3 5.18
0.367879 -1.8 0.135335 -0.0992445 0.0367431 -0.16 2.16 2.32
0.00673795 -1.8 0.135335 -0.0344355 0.0125539 1.36 3.26 1.9
20.0855 -1.8 7.38906 -1.03141 0.395045 -0.98 1.78 2.76
1096.63 -1.8 1 -0.502923 0.239923 -3.36 1.34 4.7
20.0855 -1.8 54.5982 -2.40886 0.90357 -0.56 1.94 2.5
0.367879 -1.8 1 -0.215599 0.0792202 0.24 2.38 2.14
0.00673795 -1.8 1 -0.0682991 0.0248645 1.74 3.58 1.84
20.0855 -1.8 403.429 -5.41943 2.00618 -0.16 2.16 2.32
1096.63 -1.8 7.38906 -1.35336 0.611767 -2.84 1.38 4.22
20.0855 -1.8 2980.96 -11.7771 4.3259 0.24 2.38 2.14
0.367879 -1.8 7.38906 -0.454335 0.166276 0.62 2.66 2.04
0.00673795 -1.8 7.38906 -0.133909 0.0486828 2.1 3.9 1.8
1096.63 -1.8 54.5982 -3.58117 1.53732 -2.36 1.44 3.8
0.367879 -1.8 54.5982 -0.933658 0.340855 1 2.94 1.94
0.00673795 -1.8 54.5982 -0.26036 0.0944791 2.46 4.24 1.78
1096.63 -1.8 403.429 -9.25711 3.79454 -1.88 1.54 3.42
1096.63 -1.8 2980.96 -23.2331 9.163 -1.42 1.64 3.06
0.367879 -1.8 403.429 -1.88071 0.685477 1.36 3.26 1.9
0.00673795 -1.8 403.429 -0.503171 0.182228 2.82 4.6 1.78
0.367879 -1.8 2980.96 -3.7319 1.35791 1.74 3.58 1.84
0.00673795 -1.8 2980.96 -0.968537 0.349931 3.18 4.94 1.76
20.0855 -1.6 4.53999e-05 -0.00315336 0.001783 -4.38 1.26 5.64
1096.63 -1.6 4.53999e-05 -0.00300548 0.00202754 -1.12 1.2 2.32
0.367879 -1.6 4.53999e-05 -0.00299733 0.00134741 -2.12 1.48 3.6
0.00673795 -1.6 4.53999e-05 -0.00173926 0.000697239 -0.22 2.12 2.34
20.0855 -1.6 0.000335463 -0.00865569 0.00461259 -3.8 1.3 5.1
1096.63 -1.6 0.000335463 -0.0081692 0.0053763 -1.12 1.2 2.32
20.0855 -1.6 0.00247875 -0.0235 0.0118 -3.22 1.34 4.56
0.367879 -1.6 0.000335463 -0.00756727 0.00325395 -1.6 1.6 3.2
0.00673795 -1.6 0.000335463 -0.00371433 0.00147798 0.2 2.38 2.18
1096.63 -1.6 0.00247875 -0.0224773 0.0141992 -5.62 1.22 6.84
20.0855 -1.6 0.0183156 -0.062773 0.0297413 -2.66 1.4 4.06
0.367879 -1.6 0.00247875 -0.0183678 0.00763774 -1.12 1.72 2.84
0.00673795 -1.6 0.00247875 -0.00765672 0.00303654 0.62 2.66 2.04
20.0855 -1.6 0.135335 -0.163668 0.0735597 -2.12 1.48 3.6
1096.63 -1.6 0.0183156 -0.0623445 0.0373011 -5 1.24 6.24
0.367879 -1.6 0.0183156 -0.0426944 0.0173487 -0.66 1.9 2.56
0.00673795 -1.6 0.0183156 -0.0153398 0.00607237 1.02 2.98 1.96
20.0855 -1.6 1 -0.413159 0.17766 -1.6 1.6 3.2
1096.63 -1.6 0.135335 -0.172199 0.0973416 -4.38 1.26 5.64
0.367879 -1.6 0.135335 -0.0949682 0.0380641 -0.22 2.12 2.34
0.00673795 -1.6 0.135335 -0.0300582 0.0118851 1.42 3.32 1.9
20.0855 -1.6 7.38906 -1.00286 0.417007 -1.12 1.72 2.84
1096.63 -1.6 1 -0.472583 0.251838 -3.8 1.3 5.1
0.367879 -1.6 1 -0.202798 0.0806954 0.2 2.38 2.18
20.0855 -1.6 54.5982 -2.33113 0.947217 -0.66 1.9 2.56
0.00673795 -1.6 1 -0.0579354 0.0228795 1.82 3.68 1.86
20.0855 -1.6 403.429 -5.18594 2.0783 -0.22 2.12 2.34
1096.63 -1.6 7.38906 -1.28305 0.644258 -3.22 1.34 4.56
0.367879 -1.6 7.38906 -0.418057 0.165791 0.62 2.66 2.04
20.0855 -1.6 2980.96 -11.0792 4.40643 0.2 2.38 2.18
0.00673795 -1.6 7.38906 -0.110314 0.0435125 2.22 4.04 1.82
1096.63 -1.6 54.5982 -3.42726 1.62381 -2.66 1.4 4.06
0.367879 -1.6 54.5982 -0.837621 0.331549 1.02 2.98 1.96
0.00673795 -1.6 54.5982 -0.208341 0.0820058 2.6 4.4 1.8
1096.63 -1.6 403.429 -8.9359 4.01616 -2.12 1.48 3.6
0.367879 -1.6 403.429 -1.64167 0.64896 1.42 3.32 1.9
0.00673795 -1.6 403.429 -0.391054 0.153616 2.98 4.78 1.8
1096.63 -1.6 2980.96 -22.5595 9.69974 -1.62 1.6 3.22
0.367879 -1.6 2980.96 -3.16601 1.24949 1.82 3.68 1.86
0.00673795 -1.6 2980.96 -0.731419 0.286535 3.38 5.16 1.78
20.0855 -1.4 4.53999e-05 -0.00300097 0.00187015 -1.1 1.24 2.34
1096.63 -1.4 4.53999e-05 -0.0030055 0.00210199 -1.12 1.18 2.3
0.367879 -1.4 4.53999e-05 -0.00286618 0.00143547 -2.42 1.44 3.86
0.00673795 -1.4 4.53999e-05 -0.00166103 0.000728955 -0.3 2.1 2.4
20.0855 -1.4 0.000335463 -0.00813641 0.00485664 -1.08 1.26 2.34
1096.63 -1.4 0.000335463 -0.0081694 0.00558715 -1.12 1.18 2.3
0.367879 -1.4 0.000335463 -0.00730475 0.00347268 -1.84 1.54 3.38
20.0855 -1.4 0.00247875 -0.0219706 0.0124761 -1.04 1.3 2.34
0.00673795 -1.4 0.000335463 -0.00347963 0.00151599 0.16 2.36 2.2
1096.63 -1.4 0.00247875 -0.0222037 0.0147961 -1.12 1.2 2.32
20.0855 -1.4 0.0183156 -0.0593305 0.0315756 -3.04 1.36 4.4
0.367879 -1.4 0.00247875 -0.0178051 0.00813884 -1.3 1.68 2.98
0.00673795 -1.4 0.00247875 -0.00699213 0.00303839 0.6 2.68 2.08
20.0855 -1.4 0.135335 -0.156508 0.0783674 -2.42 1.44 3.86
1096.63 -1.4 0.0183156 -0.060334 0.0389886 -1.1 1.22 2.32
0.367879 -1.4 0.0183156 -0.041253 0.0183685 -0.8 1.86 2.66
0.00673795 -1.4 0.0183156 -0.0135995 0.00590166 1.04 3.04 2
20.0855 -1.4 1 -0.398826 0.189602 -1.84 1.54 3.38
1096.63 -1.4 0.135335 -0.163847 0.1021 -1.1 1.24 2.34
0.367879 -1.4 0.135335 -0.0906966 0.0397955 -0.3 2.1 2.4
0.00673795 -1.4 0.135335 -0.0258081 0.0111882 1.48 3.4 1.92
20.0855 -1.4 7.38906 -0.972133 0.444366 -1.3 1.68 2.98
1096.63 -1.4 1 -0.444233 0.265163 -1.08 1.26 2.34
0.367879 -1.4 1 -0.189984 0.0827706 0.16 2.36 2.2
20.0855 -1.4 54.5982 -2.25246 1.00289 -0.8 1.86 2.66
0.00673795 -1.4 1 -0.0481021 0.0208313 1.9 3.8 1.9
20.0855 -1.4 403.429 -4.95274 2.17283 -0.32 2.1 2.42
1096.63 -1.4 7.38906 -1.19956 0.681168 -1.04 1.3 2.34
20.0855 -1.4 2980.96 -10.3793 4.51969 0.16 2.36 2.2
0.367879 -1.4 7.38906 -0.381773 0.165892 0.6 2.68 2.08
0.00673795 -1.4 7.38906 -0.0885593 0.0382918 2.34 4.2 1.86
1096.63 -1.4 54.5982 -3.2393 1.72396 -3.04 1.36 4.4
0.367879 -1.4 54.5982 -0.742601 0.322228 1.04 3.04 2
0.00673795 -1.4 54.5982 -0.161666 0.0697488 2.76 4.6 1.84
1096.63 -1.4 403.429 -8.54492 4.27865 -2.42 1.44 3.86
0.367879 -1.4 403.429 -1.40957 0.610904 1.48 3.4 1.92
1096.63 -1.4 2980.96 -21.7768 10.3517 -1.86 1.54 3.4
0.00673795 -1.4 403.429 -0.293434 0.12629 3.18 5 1.82
0.367879 -1.4 2980.96 -2.62905 1.13761 1.9 3.8 1.9
0.00673795 -1.4 2980.96 -0.530733 0.227756 3.6 5.42 1.82
20.0855 -1.2 4.53999e-05 -0.00300208 0.00196658 -1.1 1.22 2.32
1096.63 -1.2 4.53999e-05 -0.00300552 0.00218173 -1.12 1.16 2.28
0.367879 -1.2 4.53999e-05 -0.00285544 0.00154058 -0.86 1.38 2.24
0.00673795 -1.2 4.53999e-05 -0.00163643 0.000771767 0.34 2.04 1.7
20.0855 -1.2 0.000335463 -0.00814438 0.0051303 -1.1 1.24 2.34
1096.63 -1.2 0.000335463 -0.00816956 0.00581468 -1.12 1.16 2.28
20.0855 -1.2 0.00247875 -0.022024 0.0132461 -1.06 1.26 2.32
0.367879 -1.2 0.000335463 -0.00730627 0.00374162 -0.66 1.48 2.14
0.00673795 -1.2 0.000335463 -0.00334766 0.00157076 0.74 2.36 1.62
1096.63 -1.2 0.00247875 -0.0222049 0.015445 -1.12 1.18 2.3
20.0855 -1.2 0.0183156 -0.0590929 0.0337085 -1 1.32 2.32
0.367879 -1.2 0.00247875 -0.0178569 0.00877449 -0.36 1.62 1.98
0.00673795 -1.2 0.00247875 -0.00652002 0.00305752 1.16 2.7 1.54
1096.63 -1.2 0.0183156 -0.0603426 0.0408384 -1.12 1.2 2.32
20.0855 -1.2 0.135335 -0.155902 0.0841061 -0.86 1.38 2.24
0.367879 -1.2 0.0183156 -0.0412001 0.0197018 -0.04 1.8 1.84
0.00673795 -1.2 0.0183156 -0.0122252 0.00573648 1.6 3.1 1.5
20.0855 -1.2 1 -0.39891 0.204285 -0.66 1.48 2.14
1096.63 -1.2 0.135335 -0.163908 0.107365 -1.1 1.22 2.32
0.367879 -1.2 0.135335 -0.0893462 0.0421327 0.34 2.04 1.7
0.00673795 -1.2 0.135335 -0.0223005 0.0104695 2.04 3.5 1.46
20.0855 -1.2 7.38906 -0.974964 0.479071 -0.36 1.62 1.98
1096.63 -1.2 1 -0.444668 0.280105 -1.1 1.24 2.34
20.0855 -1.2 54.5982 -2.24955 1.07569 -0.04 1.8 1.84
0.367879 -1.2 1 -0.182778 0.0857607 0.74 2.36 1.62
0.00673795 -1.2 1 -0.0399121 0.0187361 2.48 3.94 1.46
20.0855 -1.2 403.429 -4.879 2.30042 0.34 2.04 1.7
1096.63 -1.2 7.38906 -1.20247 0.723212 -1.06 1.26 2.32
20.0855 -1.2 2980.96 -9.98535 4.68284 0.74 2.36 1.62
0.367879 -1.2 7.38906 -0.355993 0.166936 1.16 2.7 1.54
0.00673795 -1.2 7.38906 -0.0705204 0.0330838 2.92 4.38 1.46
1096.63 -1.2 54.5982 -3.22638 1.84041 -1 1.32 2.32
0.367879 -1.2 54.5982 -0.667542 0.313208 1.6 3.1 1.5
0.00673795 -1.2 54.5982 -0.123561 0.0578878 3.38 4.82 1.44
1096.63 -1.2 403.429 -8.51217 4.59196 -0.86 1.38 2.24
1096.63 -1.2 2980.96 -21.7827 11.1533 -0.66 1.48 2.14
0.367879 -1.2 403.429 -1.21795 0.571652 2.04 3.5 1.46
0.00673795 -1.2 403.429 -0.215334 0.100709 3.82 5.26 1.44
0.367879 -1.2 2980.96 -2.18105 1.02316 2.48 3.94 1.46
0.00673795 -1.2 2980.96 -0.374105 0.174577 4.28 5.72 1.44
20.0855 -1 4.53999e-05 -0.00300294 0.00207354 -1.1 1.18 2.28
1096.63 -1 4.53999e-05 -0.00300554 0.00226623 -1.12 1.14 2.26
0.367879 -1 4.53999e-05 -0.00288287 0.00166694 -0.92 1.32 2.24
0.00673795 -1 4.53999e-05 -0.00162778 0.000831629 0.26 2 1.74
20.0855 -1 0.000335463 -0.00815071 0.00543769 -1.1 1.2 2.3
1096.63 -1 0.000335463 -0.00816968 0.0060589 -1.12 1.16 2.28
0.367879 -1 0.000335463 -0.00742028 0.00407669 -0.74 1.4 2.14
20.0855 -1 0.00247875 -0.0220679 0.0141257 -1.08 1.22 2.3
0.00673795 -1 0.000335463 -0.00323182 0.0016519 0.7 2.34 1.64
1096.63 -1 0.00247875 -0.0222058 0.016149 -1.12 1.16 2.28
20.0855 -1 0.0183156 -0.0593714 0.0361996 -1.04 1.26 2.3
0.367879 -1 0.00247875 -0.0181869 0.00959886 -0.48 1.54 2.02
0.00673795 -1 0.00247875 -0.00605281 0.00310598 1.16 2.74 1.58
20.0855 -1 0.135335 -0.157399 0.0910045 -0.92 1.32 2.24
1096.63 -1 0.0183156 -0.0603492 0.0428667 -1.12 1.18 2.3
0.367879 -1 0.0183156 -0.0417209 0.0214985 -0.14 1.74 1.88
0.00673795 -1 0.0183156 -0.0108528 0.00558821 1.62 3.18 1.56
20.0855 -1 1 -0.405134 0.22258 -0.74 1.4 2.14
1096.63 -1 0.135335 -0.163955 0.113205 -1.1 1.18 2.28
0.367879 -1 0.135335 -0.0888741 0.0454007 0.26 2 1.74
0.00673795 -1 0.135335 -0.0188783 0.00974158 2.1 3.64 1.54
20.0855 -1 7.38906 -0.992981 0.524079 -0.48 1.54 2.02
1096.63 -1 1 -0.445014 0.296888 -1.1 1.2 2.3
20.0855 -1 54.5982 -2.278 1.17378 -0.14 1.74 1.88
0.367879 -1 1 -0.176453 0.0901908 0.7 2.34 1.64
0.00673795 -1 1 -0.0321894 0.0166207 2.6 4.12 1.52
20.0855 -1 403.429 -4.85327 2.47882 0.26 2 1.74
1096.63 -1 7.38906 -1.20486 0.771235 -1.08 1.22 2.3
20.0855 -1 2980.96 -9.64032 4.92455 0.7 2.34 1.64
0.367879 -1 7.38906 -0.330485 0.169582 1.16 2.74 1.58
0.00673795 -1 7.38906 -0.0541864 0.0279697 3.1 4.6 1.5
1096.63 -1 54.5982 -3.24158 1.97642 -1.04 1.26 2.3
0.00673795 -1 54.5982 -0.0904953 0.0466441 3.58 5.1 1.52
0.367879 -1 54.5982 -0.592612 0.305111 1.62 3.18 1.56
1096.63 -1 403.429 -8.59389 4.9686 -0.92 1.32 2.24
1096.63 -1 2980.96 -22.1223 12.152 -0.74 1.4 2.14
0.00673795 -1 403.429 -0.150408 0.07738 4.08 5.58 1.5
0.367879 -1 403.429 -1.03107 0.5319 2.1 3.64 1.54
0.00673795 -1 2980.96 -0.249327 0.127953 4.58 6.08 1.5
0.367879 -1 2980.96 -1.75916 0.907604 2.6 4.12 1.52
20.0855 -0.8 4.53999e-05 -0.00300362 0.00219172 -1.12 1.16 2.28
1096.63 -0.8 4.53999e-05 -0.00300555 0.00235073 -1.12 1.14 2.26
0.367879 -0.8 4.53999e-05 -0.00290851 0.00181982 -1 1.26 2.26
0.00673795 -0.8 4.53999e-05 -0.00162931 0.000919266 0.14 1.94 1.8
20.0855 -0.8 0.000335463 -0.00815561 0.00578301 -1.1 1.18 2.28
1096.63 -0.8 0.000335463 -0.00816977 0.00631235 -1.12 1.14 2.26
20.0855 -0.8 0.00247875 -0.0221029 0.0151325 -1.1 1.2 2.3
0.00673795 -0.8 0.000335463 -0.00312434 0.00177773 0.62 2.32 1.7
0.367879 -0.8 0.000335463 -0.00754182 0.00449965 -0.84 1.34 2.18
1096.63 -0.8 0.00247875 -0.0222065 0.0168986 -1.12 1.14 2.26
20.0855 -0.8 0.0183156 -0.0596077 0.0391196 -1.06 1.22 2.28
0.00673795 -0.8 0.00247875 -0.00558132 0.00320674 1.12 2.78 1.66
0.367879 -0.8 0.00247875 -0.0185966 0.010693 -0.6 1.46 2.06
20.0855 -0.8 0.135335 -0.158799 0.0993516 -1 1.26 2.26
1096.63 -0.8 0.0183156 -0.0603543 0.0450706 -1.12 1.14 2.26
0.367879 -0.8 0.0183156 -0.0425361 0.0240108 -0.26 1.66 1.92
0.00673795 -0.8 0.0183156 -0.00947531 0.0054812 1.64 3.26 1.62
20.0855 -0.8 1 -0.41177 0.245672 -0.84 1.34 2.18
1096.63 -0.8 0.135335 -0.163992 0.119659 -1.12 1.16 2.28
0.367879 -0.8 0.135335 -0.0889578 0.0501849 0.14 1.94 1.8
0.00673795 -0.8 0.135335 -0.0155547 0.00903152 2.18 3.78 1.6
20.0855 -0.8 7.38906 -1.01535 0.583815 -0.6 1.46 2.06
1096.63 -0.8 1 -0.445281 0.315741 -1.1 1.18 2.28
20.0855 -0.8 54.5982 -2.3225 1.31094 -0.26 1.66 1.92
0.367879 -0.8 1 -0.170586 0.0970608 0.62 2.32 1.7
0.00673795 -0.8 1 -0.0250068 0.0145374 2.72 4.32 1.6
20.0855 -0.8 403.429 -4.85789 2.73998 0.14 1.94 1.8
1096.63 -0.8 7.38906 -1.20678 0.826206 -1.1 1.2 2.3
20.0855 -0.8 2980.96 -9.32026 5.29937 0.62 2.32 1.7
0.367879 -0.8 7.38906 -0.304742 0.175082 1.12 2.78 1.66
0.00673795 -0.8 7.38906 -0.039699 0.0230703 3.26 4.88 1.62
1096.63 -0.8 54.5982 -3.25448 2.13585 -1.06 1.22 2.28
0.367879 -0.8 54.5982 -0.5174 0.299266 1.64 3.26 1.62
0.00673795 -0.8 54.5982 -0.0625606 0.0362985 3.82 5.42 1.6
1096.63 -0.8 403.429 -8.67031 5.42433 -1 1.26 2.26
1096.63 -0.8 2980.96 -22.4843 13.4126 -0.84 1.34 2.18
0.367879 -0.8 403.429 -0.849571 0.493121 2.18 3.78 1.6
0.00673795 -0.8 403.429 -0.0981736 0.0568369 4.38 5.98 1.6
0.367879 -0.8 2980.96 -1.36675 0.793805 2.72 4.32 1.6
0.00673795 -0.8 2980.96 -0.153749 0.0887517 4.92 6.52 1.6
20.0855 -0.6 4.53999e-05 -0.00300415 0.0023166 -1.12 1.14 2.26
1096.63 -0.6 4.53999e-05 -0.00300556 0.00240509 -1.12 1.12 2.24
0.367879 -0.6 4.53999e-05 -0.00293136 0.00200559 -1.04 1.2 2.24
0.00673795 -0.6 4.53999e-05 -0.00164884 0.00105622 -0.02 1.86 1.88
20.0855 -0.6 0.000335463 -0.0081594 0.00616315 -1.12 1.14 2.26
1096.63 -0.6 0.000335463 -0.00816985 0.00651324 -1.12 1.12 2.24
0.367879 -0.6 0.000335463 -0.00766537 0.00503948 -0.94 1.26 2.2
0.00673795 -0.6 0.000335463 -0.00303876 0.0019876 0.46 2.3 1.84
20.0855 -0.6 0.00247875 -0.0221307 0.0162764 -1.1 1.16 2.26
1096.63 -0.6 0.00247875 -0.022207 0.0175808 -1.12 1.12 2.24
20.0855 -0.6 0.0183156 -0.0598011 0.0425402 -1.08 1.18 2.26
0.367879 -0.6 0.00247875 -0.0190913 0.0121823 -0.74 1.36 2.1
0.00673795 -0.6 0.00247875 -0.00512465 0.00341278 1.02 2.82 1.8
20.0855 -0.6 0.135335 -0.160047 0.109495 -1.04 1.2 2.24
1096.63 -0.6 0.0183156 -0.0603582 0.0472691 -1.12 1.14 2.26
0.367879 -0.6 0.0183156 -0.0437704 0.0276882 -0.44 1.56 2
0.00673795 -0.6 0.0183156 -0.00813024 0.00547454 1.6 3.38 1.78
20.0855 -0.6 1 -0.418516 0.275146 -0.94 1.26 2.2
1096.63 -0.6 0.135335 -0.164021 0.126482 -1.12 1.14 2.26
0.367879 -0.6 0.135335 -0.090024 0.0576618 -0.02 1.86 1.88
0.00673795 -0.6 0.135335 -0.0124206 0.00840891 2.2 3.98 1.78
20.0855 -0.6 7.38906 -1.04236 0.66513 -0.74 1.36 2.1
1096.63 -0.6 1 -0.445488 0.336496 -1.12 1.14 2.26
20.0855 -0.6 54.5982 -2.3899 1.51171 -0.44 1.56 2
0.367879 -0.6 1 -0.165913 0.108519 0.46 2.3 1.84
0.00673795 -0.6 1 -0.0185639 0.0125877 2.82 4.6 1.78
20.0855 -0.6 403.429 -4.91616 3.14812 -0.02 1.86 1.88
1096.63 -0.6 7.38906 -1.20829 0.888658 -1.1 1.16 2.26
0.367879 -0.6 7.38906 -0.27981 0.186331 1.02 2.82 1.8
20.0855 -0.6 2980.96 -9.0655 5.92456 0.48 2.3 1.82
0.00673795 -0.6 7.38906 -0.0274084 0.0185749 3.44 5.2 1.76
1096.63 -0.6 54.5982 -3.26504 2.3226 -1.08 1.18 2.26
0.367879 -0.6 54.5982 -0.443958 0.2989 1.6 3.38 1.78
0.00673795 -0.6 54.5982 -0.0401987 0.0271877 4.06 5.84 1.78
1096.63 -0.6 403.429 -8.73838 5.97814 -1.04 1.2 2.24
0.367879 -0.6 403.429 -0.678417 0.459118 2.2 3.98 1.78
1096.63 -0.6 2980.96 -22.8521 15.0217 -0.94 1.26 2.2
0.00673795 -0.6 403.429 -0.0587539 0.0396312 4.68 6.46 1.78
0.367879 -0.6 2980.96 -1.01471 0.687301 2.82 4.6 1.78
0.00673795 -0.6 2980.96 -0.0857464 0.0576422 5.3 7.08 1.78
20.0855 -0.4 4.53999e-05 -0.00300455 0.00240081 -1.12 1.12 2.24
1096.63 -0.4 4.53999e-05 -0.00300557 0.00241207 -1.12 1.12 2.24
0.367879 -0.4 4.53999e-05 -0.00295071 0.00222532 -1.08 1.16 2.24
0.00673795 -0.4 4.53999e-05 -0.00170064 0.00129215 -0.3 1.78 2.08
20.0855 -0.4 0.000335463 -0.00816238 0.00648429 -1.12 1.12 2.24
1096.63 -0.4 0.000335463 -0.0081699 0.00655636 -1.12 1.12 2.24
0.367879 -0.4 0.000335463 -0.00778325 0.00572643 -1.02 1.2 2.22
20.0855 -0.4 0.00247875 -0.0221521 0.017403 -1.1 1.14 2.24
0.00673795 -0.4 0.000335463 -0.00300467 0.00238457 0.2 2.26 2.06
1096.63 -0.4 0.00247875 -0.0222074 0.017812 -1.12 1.12 2.24
20.0855 -0.4 0.0183156 -0.059956 0.0462849 -1.1 1.14 2.24
0.367879 -0.4 0.00247875 -0.0196592 0.0142513 -0.9 1.28 2.18
0.00673795 -0.4 0.00247875 -0.00472524 0.00387384 0.8 2.86 2.06
20.0855 -0.4 0.135335 -0.161103 0.121496 -1.08 1.16 2.24
1096.63 -0.4 0.0183156 -0.0603612 0.0483668 -1.12 1.12 2.24
0.367879 -0.4 0.0183156 -0.0455814 0.0333767 -0.68 1.44 2.12
0.00673795 -0.4 0.0183156 -0.00688385 0.00574567 1.46 3.52 2.06
20.0855 -0.4 1 -0.424952 0.312652 -1.02 1.2 2.22
1096.63 -0.4 0.135335 -0.164043 0.131092 -1.12 1.12 2.24
0.367879 -0.4 0.135335 -0.0928521 0.0705418 -0.3 1.78 2.08
0.00673795 -0.4 0.135335 -0.00959881 0.00807519 2.14 4.22 2.08
20.0855 -0.4 7.38906 -1.07337 0.778094 -0.9 1.28 2.18
1096.63 -0.4 1 -0.445651 0.35403 -1.12 1.12 2.24
20.0855 -0.4 54.5982 -2.48877 1.82227 -0.68 1.44 2.12
0.367879 -0.4 1 -0.164052 0.130193 0.2 2.26 2.06
0.00673795 -0.4 1 -0.0130772 0.0110238 2.84 4.92 2.08
20.0855 -0.4 403.429 -5.0706 3.8512 -0.3 1.78 2.08
1096.63 -0.4 7.38906 -1.20946 0.950173 -1.1 1.14 2.24
0.367879 -0.4 7.38906 -0.258002 0.211504 0.8 2.86 2.06
20.0855 -0.4 2980.96 -8.96424 7.1072 0.2 2.26 2.06
0.00673795 -0.4 7.38906 -0.0176067 0.0148281 3.54 5.62 2.08
1096.63 -0.4 54.5982 -3.27349 2.52707 -1.1 1.14 2.24
0.367879 -0.4 54.5982 -0.375903 0.313701 1.46 3.52 2.06
0.00673795 -0.4 54.5982 -0.0235671 0.0197961 4.26 6.34 2.08
1096.63 -0.4 403.429 -8.79604 6.63341 -1.08 1.16 2.24
0.367879 -0.4 403.429 -0.52431 0.440889 2.14 4.22 2.08
1096.63 -0.4 2980.96 -23.2031 17.0695 -1.02 1.2 2.22
0.00673795 -0.4 403.429 -0.031459 0.0263366 4.96 7.06 2.1
0.367879 -0.4 2980.96 -0.714878 0.601887 2.84 4.92 2.08
0.00673795 -0.4 2980.96 -0.0419557 0.0349789 5.68 7.78 2.1
